name,pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,talkid,fullurl,editurl,canonicalurl,watchers,missing,redirect,new,revision_id,article_quality,url,country,Geography,Population
Antônio Pinto Chichorro da Gama,69963754.0,0.0,Antônio Pinto Chichorro da Gama,wikitext,en,en,ltr,2024-09-27T02:34:25Z,1224035109,2571.0,69963771.0,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Pinto_Chichorro_da_Gama,https://en.wikipedia.org/w/index.php?title=Ant%C3%B4nio_Pinto_Chichorro_da_Gama&action=edit,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Pinto_Chichorro_da_Gama,,,,,1224035109,Stub,https://en.wikipedia.org/wiki/Antônio_Pinto_Chichorro_da_Gama,Brazil,Brazil,204.0
Antônio Ricardo dos Santos,44402718.0,0.0,Antônio Ricardo dos Santos,wikitext,en,en,ltr,2024-10-05T14:35:55Z,1184506048,4195.0,44494827.0,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Ricardo_dos_Santos,https://en.wikipedia.org/w/index.php?title=Ant%C3%B4nio_Ricardo_dos_Santos&action=edit,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Ricardo_dos_Santos,,,,,1184506048,Start,https://en.wikipedia.org/wiki/Antônio_Ricardo_dos_Santos,Brazil,Brazil,204.0
"Antônio de Queirós Teles, Baron of Jundiaí",18981850.0,0.0,"Antônio de Queirós Teles, Baron of Jundiaí",wikitext,en,en,ltr,2024-09-27T00:40:43Z,1014343460,1160.0,20741966.0,"https://en.wikipedia.org/wiki/Ant%C3%B4nio_de_Queir%C3%B3s_Teles,_Baron_of_Jundia%C3%AD","https://en.wikipedia.org/w/index.php?title=Ant%C3%B4nio_de_Queir%C3%B3s_Teles,_Baron_of_Jundia%C3%AD&action=edit","https://en.wikipedia.org/wiki/Ant%C3%B4nio_de_Queir%C3%B3s_Teles,_Baron_of_Jundia%C3%AD",,,,,1014343460,Stub,"https://en.wikipedia.org/wiki/Antônio_de_Queirós_Teles,_Baron_of_Jundiaí",Brazil,Brazil,204.0
Anup Dhotre,77084846.0,0.0,Anup Dhotre,wikitext,en,en,ltr,2024-10-05T14:44:00Z,1236240854,2725.0,77086892.0,https://en.wikipedia.org/wiki/Anup_Dhotre,https://en.wikipedia.org/w/index.php?title=Anup_Dhotre&action=edit,https://en.wikipedia.org/wiki/Anup_Dhotre,,,,,1236240854,Stub,https://en.wikipedia.org/wiki/Anup_Dhotre,India,India,1428.6
Anwar Ali Hyder,76284424.0,0.0,Anwar Ali Hyder,wikitext,en,en,ltr,2024-10-07T20:47:49Z,1249769516,4762.0,76286340.0,https://en.wikipedia.org/wiki/Anwar_Ali_Hyder,https://en.wikipedia.org/w/index.php?title=Anwar_Ali_Hyder&action=edit,https://en.wikipedia.org/wiki/Anwar_Ali_Hyder,,,,,1249769516,Start,https://en.wikipedia.org/wiki/Anwar_Ali_Hyder,Pakistan,Pakistan,240.5
Anwarul Karim Chowdhury,1727235.0,0.0,Anwarul Karim Chowdhury,wikitext,en,en,ltr,2024-10-11T00:17:44Z,1245395466,8006.0,5059867.0,https://en.wikipedia.org/wiki/Anwarul_Karim_Chowdhury,https://en.wikipedia.org/w/index.php?title=Anwarul_Karim_Chowdhury&action=edit,https://en.wikipedia.org/wiki/Anwarul_Karim_Chowdhury,,,,,1245395466,C,https://en.wikipedia.org/wiki/Anwarul_Karim_Chowdhury,Bangladesh,Bangladesh,173.5
Anxious Masuka,65254696.0,0.0,Anxious Masuka,wikitext,en,en,ltr,2024-09-27T02:26:48Z,1247106176,1950.0,65510833.0,https://en.wikipedia.org/wiki/Anxious_Masuka,https://en.wikipedia.org/w/index.php?title=Anxious_Masuka&action=edit,https://en.wikipedia.org/wiki/Anxious_Masuka,,,,,1247106176,Stub,https://en.wikipedia.org/wiki/Anxious_Masuka,Zimbabwe,Zimbabwe,16.7
Anyu Angelov,26094532.0,0.0,Anyu Angelov,wikitext,en,en,ltr,2024-10-11T00:23:17Z,1215311929,3493.0,29060085.0,https://en.wikipedia.org/wiki/Anyu_Angelov,https://en.wikipedia.org/w/index.php?title=Anyu_Angelov&action=edit,https://en.wikipedia.org/wiki/Anyu_Angelov,,,,,1215311929,Start,https://en.wikipedia.org/wiki/Anyu_Angelov,Bulgaria,Bulgaria,6.4
Aníbal Carrillo,39069052.0,0.0,Aníbal Carrillo,wikitext,en,en,ltr,2024-09-28T16:48:10Z,1030234146,1222.0,39069072.0,https://en.wikipedia.org/wiki/An%C3%ADbal_Carrillo,https://en.wikipedia.org/w/index.php?title=An%C3%ADbal_Carrillo&action=edit,https://en.wikipedia.org/wiki/An%C3%ADbal_Carrillo,,,,,1030234146,Stub,https://en.wikipedia.org/wiki/Aníbal_Carrillo,Paraguay,Paraguay,6.2
Aníbal Delgado Fiallos,41493625.0,0.0,Aníbal Delgado Fiallos,wikitext,en,en,ltr,2024-10-01T14:11:44Z,1173755289,4815.0,41494538.0,https://en.wikipedia.org/wiki/An%C3%ADbal_Delgado_Fiallos,https://en.wikipedia.org/w/index.php?title=An%C3%ADbal_Delgado_Fiallos&action=edit,https://en.wikipedia.org/wiki/An%C3%ADbal_Delgado_Fiallos,,,,,1173755289,Start,https://en.wikipedia.org/wiki/Aníbal_Delgado_Fiallos,Honduras,Honduras,9.7
Aníbal Portillo,32818599.0,0.0,Aníbal Portillo,wikitext,en,en,ltr,2024-10-11T00:24:23Z,1114960545,1043.0,35208666.0,https://en.wikipedia.org/wiki/An%C3%ADbal_Portillo,https://en.wikipedia.org/w/index.php?title=An%C3%ADbal_Portillo&action=edit,https://en.wikipedia.org/wiki/An%C3%ADbal_Portillo,,,,,1114960545,Stub,https://en.wikipedia.org/wiki/Aníbal_Portillo,El Salvador,El Salvador,6.4
Aníbal Ramón Ruffner,71875280.0,0.0,Aníbal Ramón Ruffner,wikitext,en,en,ltr,2024-10-05T14:43:04Z,1231783765,2459.0,71875283.0,https://en.wikipedia.org/wiki/An%C3%ADbal_Ram%C3%B3n_Ruffner,https://en.wikipedia.org/w/index.php?title=An%C3%ADbal_Ram%C3%B3n_Ruffner&action=edit,https://en.wikipedia.org/wiki/An%C3%ADbal_Ram%C3%B3n_Ruffner,,,,,1231783765,Stub,https://en.wikipedia.org/wiki/Aníbal_Ramón_Ruffner,Peru,Peru,33.8
Apollo Kaggwa,357404.0,0.0,Apollo Kaggwa,wikitext,en,en,ltr,2024-09-26T23:24:50Z,1219111354,10098.0,7035707.0,https://en.wikipedia.org/wiki/Apollo_Kaggwa,https://en.wikipedia.org/w/index.php?title=Apollo_Kaggwa&action=edit,https://en.wikipedia.org/wiki/Apollo_Kaggwa,,,,,1219111354,C,https://en.wikipedia.org/wiki/Apollo_Kaggwa,Uganda,Uganda,48.6
Apollo Ofwono,68446553.0,0.0,Apollo Ofwono,wikitext,en,en,ltr,2024-09-27T02:32:15Z,1246243537,3051.0,68449191.0,https://en.wikipedia.org/wiki/Apollo_Ofwono,https://en.wikipedia.org/w/index.php?title=Apollo_Ofwono&action=edit,https://en.wikipedia.org/wiki/Apollo_Ofwono,,,,,1246243537,Start,https://en.wikipedia.org/wiki/Apollo_Ofwono,Uganda,Uganda,48.6
Aqif Pasha Elbasani,41985495.0,0.0,Aqif Pasha Elbasani,wikitext,en,en,ltr,2024-10-05T14:35:15Z,1243882903,10512.0,52523169.0,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,https://en.wikipedia.org/w/index.php?title=Aqif_Pasha_Elbasani&action=edit,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,,,,,1243882903,GA,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,Albania,Albania,2.7
Aquileo J. Echeverría,18693437.0,0.0,Aquileo J. Echeverría,wikitext,en,en,ltr,2024-10-11T00:21:58Z,1238913567,2841.0,20662142.0,https://en.wikipedia.org/wiki/Aquileo_J._Echeverr%C3%ADa,https://en.wikipedia.org/w/index.php?title=Aquileo_J._Echeverr%C3%ADa&action=edit,https://en.wikipedia.org/wiki/Aquileo_J._Echeverr%C3%ADa,,,,,1238913567,Start,https://en.wikipedia.org/wiki/Aquileo_J._Echeverría,Costa Rica,Costa Rica,5.3
Arabi El Goni,31941777.0,0.0,Arabi El Goni,wikitext,en,en,ltr,2024-09-05T21:26:24Z,1185921742,780.0,35741913.0,https://en.wikipedia.org/wiki/Arabi_El_Goni,https://en.wikipedia.org/w/index.php?title=Arabi_El_Goni&action=edit,https://en.wikipedia.org/wiki/Arabi_El_Goni,,,,,1185921742,Stub,https://en.wikipedia.org/wiki/Arabi_El_Goni,Chad,Chad,18.3
Aram Grigoryan (politician),38935009.0,0.0,Aram Grigoryan (politician),wikitext,en,en,ltr,2024-10-11T16:51:30Z,1214660921,2965.0,39141797.0,https://en.wikipedia.org/wiki/Aram_Grigoryan_(politician),https://en.wikipedia.org/w/index.php?title=Aram_Grigoryan_(politician)&action=edit,https://en.wikipedia.org/wiki/Aram_Grigoryan_(politician),,,,,1214660921,Start,https://en.wikipedia.org/wiki/Aram_Grigoryan_(politician),Armenia,Armenia,3.0
Aram Manukyan,43861613.0,0.0,Aram Manukyan,wikitext,en,en,ltr,2024-10-11T00:26:34Z,1214661551,3205.0,44047466.0,https://en.wikipedia.org/wiki/Aram_Manukyan,https://en.wikipedia.org/w/index.php?title=Aram_Manukyan&action=edit,https://en.wikipedia.org/wiki/Aram_Manukyan,,,,,1214661551,Start,https://en.wikipedia.org/wiki/Aram_Manukyan,Armenia,Armenia,3.0
Arantza Urkaregi,69205312.0,0.0,Arantza Urkaregi,wikitext,en,en,ltr,2024-10-05T14:42:34Z,1237941525,7500.0,69471900.0,https://en.wikipedia.org/wiki/Arantza_Urkaregi,https://en.wikipedia.org/w/index.php?title=Arantza_Urkaregi&action=edit,https://en.wikipedia.org/wiki/Arantza_Urkaregi,,,,,1237941525,Start,https://en.wikipedia.org/wiki/Arantza_Urkaregi,Spain,Spain,48.3
Arastun Javadov,73414366.0,0.0,Arastun Javadov,wikitext,en,en,ltr,2024-10-11T00:30:35Z,1147579900,2691.0,73414369.0,https://en.wikipedia.org/wiki/Arastun_Javadov,https://en.wikipedia.org/w/index.php?title=Arastun_Javadov&action=edit,https://en.wikipedia.org/wiki/Arastun_Javadov,,,,,1147579900,Stub,https://en.wikipedia.org/wiki/Arastun_Javadov,Azerbaijan,Azerbaijan,10.2
Araz Alizadeh,71947937.0,0.0,Araz Alizadeh,wikitext,en,en,ltr,2024-10-11T00:30:24Z,1246060446,2688.0,71947939.0,https://en.wikipedia.org/wiki/Araz_Alizadeh,https://en.wikipedia.org/w/index.php?title=Araz_Alizadeh&action=edit,https://en.wikipedia.org/wiki/Araz_Alizadeh,,,,,1246060446,Stub,https://en.wikipedia.org/wiki/Araz_Alizadeh,Azerbaijan,Azerbaijan,10.2
Arcadie Capcelea,74596338.0,0.0,Arcadie Capcelea,wikitext,en,en,ltr,2024-09-27T02:41:35Z,1232238412,1180.0,74596377.0,https://en.wikipedia.org/wiki/Arcadie_Capcelea,https://en.wikipedia.org/w/index.php?title=Arcadie_Capcelea&action=edit,https://en.wikipedia.org/wiki/Arcadie_Capcelea,,,,,1232238412,Stub,https://en.wikipedia.org/wiki/Arcadie_Capcelea,Moldova,Moldova,3.4
Archie Sibeko,29364878.0,0.0,Archie Sibeko,wikitext,en,en,ltr,2024-09-28T10:07:48Z,1182859312,5757.0,29482880.0,https://en.wikipedia.org/wiki/Archie_Sibeko,https://en.wikipedia.org/w/index.php?title=Archie_Sibeko&action=edit,https://en.wikipedia.org/wiki/Archie_Sibeko,,,,,1182859312,C,https://en.wikipedia.org/wiki/Archie_Sibeko,South Africa,South Africa,60.7
Aref Ali Nayed,16587636.0,0.0,Aref Ali Nayed,wikitext,en,en,ltr,2024-10-11T16:51:22Z,1224040655,20155.0,16823586.0,https://en.wikipedia.org/wiki/Aref_Ali_Nayed,https://en.wikipedia.org/w/index.php?title=Aref_Ali_Nayed&action=edit,https://en.wikipedia.org/wiki/Aref_Ali_Nayed,,,,,1224040655,C,https://en.wikipedia.org/wiki/Aref_Ali_Nayed,Libya,Libya,6.9
Aref al-Dajani,14722474.0,0.0,Aref al-Dajani,wikitext,en,en,ltr,2024-10-11T00:21:02Z,1242025925,5777.0,15667176.0,https://en.wikipedia.org/wiki/Aref_al-Dajani,https://en.wikipedia.org/w/index.php?title=Aref_al-Dajani&action=edit,https://en.wikipedia.org/wiki/Aref_al-Dajani,,,,,1242025925,Start,https://en.wikipedia.org/wiki/Aref_al-Dajani,Palestinian Territory,Palestinian Territory,5.5
Arianna Tanca,76918669.0,0.0,Arianna Tanca,wikitext,en,en,ltr,2024-09-21T14:35:47Z,1225861640,4997.0,76930425.0,https://en.wikipedia.org/wiki/Arianna_Tanca,https://en.wikipedia.org/w/index.php?title=Arianna_Tanca&action=edit,https://en.wikipedia.org/wiki/Arianna_Tanca,,,,,1225861640,Start,https://en.wikipedia.org/wiki/Arianna_Tanca,Ecuador,Ecuador,17.1
Arifin Asgali,65611826.0,0.0,Arifin Asgali,wikitext,en,en,ltr,2024-10-11T15:58:41Z,1246013371,6210.0,65630016.0,https://en.wikipedia.org/wiki/Arifin_Asgali,https://en.wikipedia.org/w/index.php?title=Arifin_Asgali&action=edit,https://en.wikipedia.org/wiki/Arifin_Asgali,,,,,1246013371,Start,https://en.wikipedia.org/wiki/Arifin_Asgali,Malaysia,Malaysia,33.4
Aristide Menezes,22536684.0,0.0,Aristide Menezes,wikitext,en,en,ltr,2024-10-05T14:30:41Z,1142925183,1758.0,22536743.0,https://en.wikipedia.org/wiki/Aristide_Menezes,https://en.wikipedia.org/w/index.php?title=Aristide_Menezes&action=edit,https://en.wikipedia.org/wiki/Aristide_Menezes,,,,,1142925183,Stub,https://en.wikipedia.org/wiki/Aristide_Menezes,Guinea-Bissau,,
Arjun Singh Bamniya,73716183.0,0.0,Arjun Singh Bamniya,wikitext,en,en,ltr,2024-10-05T14:43:22Z,1242619180,2724.0,73716261.0,https://en.wikipedia.org/wiki/Arjun_Singh_Bamniya,https://en.wikipedia.org/w/index.php?title=Arjun_Singh_Bamniya&action=edit,https://en.wikipedia.org/wiki/Arjun_Singh_Bamniya,,,,,1242619180,Stub,https://en.wikipedia.org/wiki/Arjun_Singh_Bamniya,India,India,1428.6
Arkiely Perfecto,63299221.0,0.0,Arkiely Perfecto,wikitext,en,en,ltr,2024-09-27T02:23:07Z,1246246976,4550.0,63585282.0,https://en.wikipedia.org/wiki/Arkiely_Perfecto,https://en.wikipedia.org/w/index.php?title=Arkiely_Perfecto&action=edit,https://en.wikipedia.org/wiki/Arkiely_Perfecto,,,,,1246246976,Start,https://en.wikipedia.org/wiki/Arkiely_Perfecto,Venezuela,Venezuela,28.8
Arlete Chimbinda,66494161.0,0.0,Arlete Chimbinda,wikitext,en,en,ltr,2024-10-10T22:19:29Z,1177486404,4602.0,66496740.0,https://en.wikipedia.org/wiki/Arlete_Chimbinda,https://en.wikipedia.org/w/index.php?title=Arlete_Chimbinda&action=edit,https://en.wikipedia.org/wiki/Arlete_Chimbinda,,,,,1177486404,Start,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola,Angola,36.7
Arlette Soudan-Nonault,55718639.0,0.0,Arlette Soudan-Nonault,wikitext,en,en,ltr,2024-09-21T14:24:35Z,1221600122,3769.0,55718657.0,https://en.wikipedia.org/wiki/Arlette_Soudan-Nonault,https://en.wikipedia.org/w/index.php?title=Arlette_Soudan-Nonault&action=edit,https://en.wikipedia.org/wiki/Arlette_Soudan-Nonault,,,,,1221600122,Start,https://en.wikipedia.org/wiki/Arlette_Soudan-Nonault,Congo,Congo,6.1
Armand-Pierre Angrand,29611096.0,0.0,Armand-Pierre Angrand,wikitext,en,en,ltr,2024-09-05T21:25:31Z,1061043624,1388.0,32741643.0,https://en.wikipedia.org/wiki/Armand-Pierre_Angrand,https://en.wikipedia.org/w/index.php?title=Armand-Pierre_Angrand&action=edit,https://en.wikipedia.org/wiki/Armand-Pierre_Angrand,,,,,1061043624,Stub,https://en.wikipedia.org/wiki/Armand-Pierre_Angrand,Senegal,Senegal,18.3
Armando Aráuz Aguilar,70697033.0,0.0,Armando Aráuz Aguilar,wikitext,en,en,ltr,2024-09-27T02:35:27Z,1222118361,3001.0,70697036.0,https://en.wikipedia.org/wiki/Armando_Ar%C3%A1uz_Aguilar,https://en.wikipedia.org/w/index.php?title=Armando_Ar%C3%A1uz_Aguilar&action=edit,https://en.wikipedia.org/wiki/Armando_Ar%C3%A1uz_Aguilar,,,,,1222118361,Stub,https://en.wikipedia.org/wiki/Armando_Aráuz_Aguilar,Costa Rica,Costa Rica,5.3
Armend Muja,75685839.0,0.0,Armend Muja,wikitext,en,en,ltr,2024-10-05T14:43:44Z,1241838665,2365.0,75718656.0,https://en.wikipedia.org/wiki/Armend_Muja,https://en.wikipedia.org/w/index.php?title=Armend_Muja&action=edit,https://en.wikipedia.org/wiki/Armend_Muja,,,,,1241838665,Stub,https://en.wikipedia.org/wiki/Armend_Muja,Kosovo,Kosovo,1.7
Armin Mohler,10775216.0,0.0,Armin Mohler,wikitext,en,en,ltr,2024-10-11T00:20:21Z,1245358961,12074.0,10850937.0,https://en.wikipedia.org/wiki/Armin_Mohler,https://en.wikipedia.org/w/index.php?title=Armin_Mohler&action=edit,https://en.wikipedia.org/wiki/Armin_Mohler,,,,,1245358961,GA,https://en.wikipedia.org/wiki/Armin_Mohler,Germany,Germany,84.9
Arnaldo Rivera,56712217.0,0.0,Arnaldo Rivera,wikitext,en,en,ltr,2024-10-12T00:28:45Z,1116307213,9598.0,56733864.0,https://en.wikipedia.org/wiki/Arnaldo_Rivera,https://en.wikipedia.org/w/index.php?title=Arnaldo_Rivera&action=edit,https://en.wikipedia.org/wiki/Arnaldo_Rivera,,,,,1116307213,C,https://en.wikipedia.org/wiki/Arnaldo_Rivera,Italy,Italy,58.8
Arnauld Antoine Akodjènou,35084248.0,0.0,Arnauld Antoine Akodjènou,wikitext,en,en,ltr,2024-09-27T01:27:07Z,1170437413,12015.0,35105535.0,https://en.wikipedia.org/wiki/Arnauld_Antoine_Akodj%C3%A8nou,https://en.wikipedia.org/w/index.php?title=Arnauld_Antoine_Akodj%C3%A8nou&action=edit,https://en.wikipedia.org/wiki/Arnauld_Antoine_Akodj%C3%A8nou,,,,,1170437413,C,https://en.wikipedia.org/wiki/Arnauld_Antoine_Akodjènou,Benin,Benin,13.7
Arnold Jonathan Bishop-Gooding,67073632.0,0.0,Arnold Jonathan Bishop-Gooding,wikitext,en,en,ltr,2024-10-11T16:51:36Z,1248518628,2790.0,67318713.0,https://en.wikipedia.org/wiki/Arnold_Jonathan_Bishop-Gooding,https://en.wikipedia.org/w/index.php?title=Arnold_Jonathan_Bishop-Gooding&action=edit,https://en.wikipedia.org/wiki/Arnold_Jonathan_Bishop-Gooding,,,,,1248518628,Start,https://en.wikipedia.org/wiki/Arnold_Jonathan_Bishop-Gooding,Sierra Leone,Sierra Leone,8.9
Arnold Piggott,47287786.0,0.0,Arnold Piggott,wikitext,en,en,ltr,2024-10-10T22:19:46Z,1071023974,918.0,54789924.0,https://en.wikipedia.org/wiki/Arnold_Piggott,https://en.wikipedia.org/w/index.php?title=Arnold_Piggott&action=edit,https://en.wikipedia.org/wiki/Arnold_Piggott,,,,,1071023974,Stub,https://en.wikipedia.org/wiki/Arnold_Piggott,Trinidad and Tobago,Trinidad and Tobago,1.4
Arnoldo Gabaldón,51369975.0,0.0,Arnoldo Gabaldón,wikitext,en,en,ltr,2024-10-05T14:37:40Z,1216357280,11618.0,52390420.0,https://en.wikipedia.org/wiki/Arnoldo_Gabald%C3%B3n,https://en.wikipedia.org/w/index.php?title=Arnoldo_Gabald%C3%B3n&action=edit,https://en.wikipedia.org/wiki/Arnoldo_Gabald%C3%B3n,,,,,1216357280,C,https://en.wikipedia.org/wiki/Arnoldo_Gabaldón,Venezuela,Venezuela,28.8
Aron Atabek,69265261.0,0.0,Aron Atabek,wikitext,en,en,ltr,2024-10-11T00:30:04Z,1199940532,27100.0,69265313.0,https://en.wikipedia.org/wiki/Aron_Atabek,https://en.wikipedia.org/w/index.php?title=Aron_Atabek&action=edit,https://en.wikipedia.org/wiki/Aron_Atabek,,,,,1199940532,GA,https://en.wikipedia.org/wiki/Aron_Atabek,Kazakhstan,Kazakhstan,19.9
Arouna Mama,47368440.0,0.0,Arouna Mama,wikitext,en,en,ltr,2024-08-18T00:21:21Z,1162194883,3374.0,47368452.0,https://en.wikipedia.org/wiki/Arouna_Mama,https://en.wikipedia.org/w/index.php?title=Arouna_Mama&action=edit,https://en.wikipedia.org/wiki/Arouna_Mama,,,,,1162194883,Start,https://en.wikipedia.org/wiki/Arouna_Mama,Benin,Benin,13.7
Arouna N'Joya,31866320.0,0.0,Arouna N'Joya,wikitext,en,en,ltr,2024-10-11T15:32:27Z,1177650613,1254.0,32720217.0,https://en.wikipedia.org/wiki/Arouna_N%27Joya,https://en.wikipedia.org/w/index.php?title=Arouna_N%27Joya&action=edit,https://en.wikipedia.org/wiki/Arouna_N%27Joya,,,,,1177650613,Stub,https://en.wikipedia.org/wiki/Arouna_N'Joya,Cameroon,Cameroon,28.1
Arsenije Sečujac,41451466.0,0.0,Arsenije Sečujac,wikitext,en,en,ltr,2024-10-11T00:26:08Z,1246835742,8852.0,41468639.0,https://en.wikipedia.org/wiki/Arsenije_Se%C4%8Dujac,https://en.wikipedia.org/w/index.php?title=Arsenije_Se%C4%8Dujac&action=edit,https://en.wikipedia.org/wiki/Arsenije_Se%C4%8Dujac,,,,,1246835742,Start,https://en.wikipedia.org/wiki/Arsenije_Sečujac,Serbia,Serbia,6.6
Arstanbek Abdyldayev,35467311.0,0.0,Arstanbek Abdyldayev,wikitext,en,en,ltr,2024-10-05T14:33:39Z,1220308001,6592.0,35477173.0,https://en.wikipedia.org/wiki/Arstanbek_Abdyldayev,https://en.wikipedia.org/w/index.php?title=Arstanbek_Abdyldayev&action=edit,https://en.wikipedia.org/wiki/Arstanbek_Abdyldayev,,,,,1220308001,C,https://en.wikipedia.org/wiki/Arstanbek_Abdyldayev,Kyrgyzstan,Kyrgyzstan,6.8
Arthur Bally,76390474.0,0.0,Arthur Bally,wikitext,en,en,ltr,2024-10-09T01:52:56Z,1223344313,2916.0,76883910.0,https://en.wikipedia.org/wiki/Arthur_Bally,https://en.wikipedia.org/w/index.php?title=Arthur_Bally&action=edit,https://en.wikipedia.org/wiki/Arthur_Bally,,,,,1223344313,Stub,https://en.wikipedia.org/wiki/Arthur_Bally,Switzerland,Switzerland,8.8
Arthur Brofeldt,20342397.0,0.0,Arthur Brofeldt,wikitext,en,en,ltr,2024-09-27T00:45:21Z,1172784623,903.0,20348031.0,https://en.wikipedia.org/wiki/Arthur_Brofeldt,https://en.wikipedia.org/w/index.php?title=Arthur_Brofeldt&action=edit,https://en.wikipedia.org/wiki/Arthur_Brofeldt,,,,,1172784623,Stub,https://en.wikipedia.org/wiki/Arthur_Brofeldt,Finland,Finland,5.6
Artur Cozma,74133718.0,0.0,Artur Cozma,wikitext,en,en,ltr,2024-09-21T14:34:43Z,1203784912,1568.0,74176872.0,https://en.wikipedia.org/wiki/Artur_Cozma,https://en.wikipedia.org/w/index.php?title=Artur_Cozma&action=edit,https://en.wikipedia.org/wiki/Artur_Cozma,,,,,1203784912,Stub,https://en.wikipedia.org/wiki/Artur_Cozma,Moldova,Moldova,3.4
Artur Herasymov,72531696.0,0.0,Artur Herasymov,wikitext,en,en,ltr,2024-10-11T00:30:28Z,1250198673,21901.0,72532023.0,https://en.wikipedia.org/wiki/Artur_Herasymov,https://en.wikipedia.org/w/index.php?title=Artur_Herasymov&action=edit,https://en.wikipedia.org/wiki/Artur_Herasymov,,,,,1250198673,GA,https://en.wikipedia.org/wiki/Artur_Herasymov,Ukraine,Ukraine,36.7
Artur Kuko,31509315.0,0.0,Artur Kuko,wikitext,en,en,ltr,2024-10-11T15:34:27Z,1112281132,1046.0,31511307.0,https://en.wikipedia.org/wiki/Artur_Kuko,https://en.wikipedia.org/w/index.php?title=Artur_Kuko&action=edit,https://en.wikipedia.org/wiki/Artur_Kuko,,,,,1112281132,Stub,https://en.wikipedia.org/wiki/Artur_Kuko,Albania,Albania,2.7
Arun Bharti,77087145.0,0.0,Arun Bharti,wikitext,en,en,ltr,2024-09-27T02:44:25Z,1235596015,4601.0,77087156.0,https://en.wikipedia.org/wiki/Arun_Bharti,https://en.wikipedia.org/w/index.php?title=Arun_Bharti&action=edit,https://en.wikipedia.org/wiki/Arun_Bharti,,,,,1235596015,Start,https://en.wikipedia.org/wiki/Arun_Bharti,India,India,1428.6
Ary Rigo,68911166.0,0.0,Ary Rigo,wikitext,en,en,ltr,2024-09-27T02:33:02Z,1232333312,3232.0,68913273.0,https://en.wikipedia.org/wiki/Ary_Rigo,https://en.wikipedia.org/w/index.php?title=Ary_Rigo&action=edit,https://en.wikipedia.org/wiki/Ary_Rigo,,,,,1232333312,Stub,https://en.wikipedia.org/wiki/Ary_Rigo,Brazil,Brazil,204.0
Arístides Villanueva,43580622.0,0.0,Arístides Villanueva,wikitext,en,en,ltr,2024-10-05T14:35:40Z,1227361697,4420.0,52523251.0,https://en.wikipedia.org/wiki/Ar%C3%ADstides_Villanueva,https://en.wikipedia.org/w/index.php?title=Ar%C3%ADstides_Villanueva&action=edit,https://en.wikipedia.org/wiki/Ar%C3%ADstides_Villanueva,,,,,1227361697,Start,https://en.wikipedia.org/wiki/Arístides_Villanueva,Argentina,Argentina,46.3
As'ad Shukeiri,20127116.0,0.0,As'ad Shukeiri,wikitext,en,en,ltr,2024-09-27T00:44:22Z,1233217410,3410.0,20127122.0,https://en.wikipedia.org/wiki/As%27ad_Shukeiri,https://en.wikipedia.org/w/index.php?title=As%27ad_Shukeiri&action=edit,https://en.wikipedia.org/wiki/As%27ad_Shukeiri,,,,,1233217410,Start,https://en.wikipedia.org/wiki/As'ad_Shukeiri,Palestinian Territory,Palestinian Territory,5.5
Asa'ad bin Tariq,59214015.0,0.0,Asa'ad bin Tariq,wikitext,en,en,ltr,2024-10-11T00:28:29Z,1229583882,8068.0,59232023.0,https://en.wikipedia.org/wiki/Asa%27ad_bin_Tariq,https://en.wikipedia.org/w/index.php?title=Asa%27ad_bin_Tariq&action=edit,https://en.wikipedia.org/wiki/Asa%27ad_bin_Tariq,,,,,1229583882,Start,https://en.wikipedia.org/wiki/Asa'ad_bin_Tariq,Oman,Oman,5.0
Asaad Abu Gilel al-Taie,9210520.0,0.0,Asaad Abu Gilel al-Taie,wikitext,en,en,ltr,2024-10-05T14:26:44Z,1136401308,2021.0,10892735.0,https://en.wikipedia.org/wiki/Asaad_Abu_Gilel_al-Taie,https://en.wikipedia.org/w/index.php?title=Asaad_Abu_Gilel_al-Taie&action=edit,https://en.wikipedia.org/wiki/Asaad_Abu_Gilel_al-Taie,,,,,1136401308,Stub,https://en.wikipedia.org/wiki/Asaad_Abu_Gilel_al-Taie,Iraq,Iraq,45.5
Asaad Al Eidani,55913029.0,0.0,Asaad Al Eidani,wikitext,en,en,ltr,2024-10-11T00:28:02Z,1246633688,3399.0,55974956.0,https://en.wikipedia.org/wiki/Asaad_Al_Eidani,https://en.wikipedia.org/w/index.php?title=Asaad_Al_Eidani&action=edit,https://en.wikipedia.org/wiki/Asaad_Al_Eidani,,,,,1246633688,Start,https://en.wikipedia.org/wiki/Asaad_Al_Eidani,Iraq,Iraq,45.5
